Contig	LCAStar	LCAStar_p	LCAStar_dist	LCAStar_WTD	Majority	Majority_p	Majority_dist	Majority_WTD	LCASquared	LCASquared_dist	LCASquared_WTD	Original
GEBA_SAG_0000039_G13_12	candidate division WWE1 bacterium JGI 0000039-G13	0.088	0	0	candidate division WWE1 bacterium JGI 0000039-G13	0.088	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_9	unclassified candidate division WWE1	0.007	1	-0.015625	unclassified candidate division WWE1	0.007	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_8	unclassified candidate division WWE1	0.041	1	-0.015625	unclassified candidate division WWE1	0.041	1	-0.015625	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_1	candidate division WWE1 bacterium JGI 0000039-G13	0.363	0	0	candidate division WWE1 bacterium JGI 0000039-G13	0.363	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_0	unclassified Cloacimonetes	0.0	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-G13	0.07	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_3	unclassified candidate division WWE1	0.007	1	-0.015625	unclassified candidate division WWE1	0.007	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_2	unclassified Cloacimonetes	0.0	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-G13	0.781	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_5	unclassified Cloacimonetes	0.002	1	-0.015625	unclassified candidate division WWE1	0.526	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_4	candidate division WWE1 bacterium JGI 0000039-G13	0.024	0	0	candidate division WWE1 bacterium JGI 0000039-G13	0.024	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_7	candidate division WWE1 bacterium JGI 0000039-G13	0.041	0	0	candidate division WWE1 bacterium JGI 0000039-G13	0.041	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_G13_6	candidate division WWE1 bacterium JGI 0000039-G13	0.05	0	0	candidate division WWE1 bacterium JGI 0000039-G13	0.05	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-G13
GEBA_SAG_0000039_I17_9	candidate division WWE1 bacterium JGI 0000039-I17	0.024	0	0	candidate division WWE1 bacterium JGI 0000039-I17	0.024	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_8	unclassified Cloacimonetes	0.088	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-I17	0.56	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_3	candidate division WWE1 bacterium JGI 0000039-A21	0.004	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.004	2	-0.03125	Cloacimonetes bacterium JGI 0000039-A21	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_2	candidate division WWE1 bacterium JGI 0000039-I17	0.047	0	0	candidate division WWE1 bacterium JGI 0000039-I17	0.047	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_1	unclassified Cloacimonetes	0.0	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-A21	0.282	2	-0.03125	Monera	5	-0.484375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_0	unclassified Cloacimonetes	0.0	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-A21	0.403	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_7	candidate division WWE1 bacterium JGI 0000039-A21	0.05	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.05	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_6	candidate division WWE1 bacterium JGI 0000039-A21	0.05	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.05	2	-0.03125	Cloacimonetes	2	-0.046875	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_5	candidate division WWE1 bacterium JGI 0000039-A21	0.007	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.007	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_4	unclassified Cloacimonetes	0.013	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-A21	0.249	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_28	Bacteria	0.019	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-A21	0.56	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_29	Bacteria	0.096	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17	1.0	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_22	unclassified Cloacimonetes	0.088	1	-0.015625	unclassified candidate division WWE1	0.306	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_23	unclassified Cloacimonetes	0.306	1	-0.015625	Alicyclobacillus hesperidum	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_20	Bacteria	0.096	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-A21	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_21	candidate division WWE1 bacterium JGI 0000039-A21	0.096	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.096	2	-0.03125	Cloacimonetes bacterium JGI 0000039-A21	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_26	unclassified Cloacimonetes	0.56	1	-0.015625	Thermotoga sp. EMP	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_27	candidate division WWE1 bacterium JGI 0000039-I17	0.56	0	0	candidate division WWE1 bacterium JGI 0000039-I17	0.56	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_24	Cloacimonetes	0.306	2	-0.046875	candidate division WWE1 bacterium JGI 0000039-A21	0.56	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_25	Bacteria	0.041	4	-0.234375	unclassified candidate division WWE1	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_13	candidate division WWE1 bacterium JGI 0000059-L07	0.306	2	-0.03125	candidate division WWE1 bacterium JGI 0000059-L07	0.306	2	-0.03125	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_12	candidate division WWE1 bacterium JGI 0000039-A21	0.086	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.086	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_11	unclassified Cloacimonetes	0.019	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-I17	0.56	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_10	unclassified Cloacimonetes	0.086	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-A21	0.705	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_17	unclassified Cloacimonetes	0.004	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-I17	1.0	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_16	candidate division WWE1 bacterium JGI 0000039-A21	0.019	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.019	2	-0.03125	Cloacimonetes bacterium JGI 0000039-A21	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_15	unclassified Cloacimonetes	0.56	1	-0.015625	unclassified candidate division WWE1	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_14	unclassified Cloacimonetes	0.088	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-A21	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_19	Bacteria	0.019	4	-0.234375	Arcticibacter svalbardensis	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_18	candidate division WWE1 bacterium JGI 0000039-A21	0.088	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.088	2	-0.03125	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_31	candidate division WWE1 bacterium JGI 0000039-I17	0.096	0	0	candidate division WWE1 bacterium JGI 0000039-I17	0.096	0	0	Cloacimonetes bacterium JGI 0000039-I17	0	0	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_30	candidate division WWE1 bacterium JGI 0000039-I17	None	0	0	candidate division WWE1 bacterium JGI 0000039-I17	None	0	0	Cloacimonetes bacterium JGI 0000039-I17	0	0	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_I17_32	candidate division WWE1 bacterium JGI 0000039-A21	0.306	2	-0.03125	candidate division WWE1 bacterium JGI 0000039-A21	0.306	2	-0.03125	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-I17
GEBA_SAG_0000039_J10_7	candidate division NKB19 bacterium JGI 0000039-J10	0.003	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.003	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_6	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_5	candidate division NKB19 bacterium JGI 0000039-J10	0.001	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.001	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_4	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_3	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_2	candidate division NKB19 bacterium JGI 0000039-J10	0.002	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.002	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_1	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_0	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_9	candidate division NKB19 bacterium JGI 0000039-J10	0.165	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.165	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_8	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.0	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_17	candidate division NKB19 bacterium JGI 0000039-J10	0.008	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.008	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_16	candidate division NKB19 bacterium JGI 0000039-J10	0.007	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.007	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_15	candidate division NKB19 bacterium JGI 0000039-J10	0.004	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.004	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_14	candidate division NKB19 bacterium JGI 0000039-J10	0.013	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.013	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_13	candidate division NKB19 bacterium JGI 0000039-J10	0.007	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.007	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_12	candidate division NKB19 bacterium JGI 0000039-J10	0.024	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.024	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_11	candidate division NKB19 bacterium JGI 0000039-J10	0.007	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.007	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_10	candidate division NKB19 bacterium JGI 0000039-J10	0.002	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.002	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_19	candidate division NKB19 bacterium JGI 0000039-J10	0.096	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.096	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_18	candidate division NKB19 bacterium JGI 0000039-J10	0.013	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.013	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_28	candidate division NKB19 bacterium JGI 0000039-J10	0.008	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.008	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_29	candidate division NKB19 bacterium JGI 0000039-J10	0.024	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.024	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_26	Gammaproteobacteria	0.306	6	-0.421875	Klebsiella oxytoca	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_27	candidate division NKB19 bacterium JGI 0000039-J10	0.306	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.306	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_24	candidate division NKB19 bacterium JGI 0000039-J10	0.041	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.041	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_25	candidate division NKB19 bacterium JGI 0000039-J10	0.096	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.096	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_22	Bacteria	0.096	4	-0.234375	Fulvivirga imtechensis	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_23	candidate division NKB19 bacterium JGI 0000039-J10	0.165	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.165	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_20	candidate division NKB19 bacterium JGI 0000039-J10	0.088	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.088	0	0	Bacteria	4	-0.234375	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_J10_21	candidate division NKB19 bacterium JGI 0000039-J10	0.008	0	0	candidate division NKB19 bacterium JGI 0000039-J10	0.008	0	0	Hydrogenedentes bacterium JGI 0000039-J10	0	0	candidate division NKB19 bacterium JGI 0000039-J10
GEBA_SAG_0000039_M09_10	candidate division WWE1 bacterium JGI 0000039-M09	0.56	0	0	candidate division WWE1 bacterium JGI 0000039-M09	0.56	0	0	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_11	unclassified Cloacimonetes	0.088	1	-0.015625	unclassified candidate division WWE1	0.306	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_12	unclassified candidate division WWE1	0.028	1	-0.015625	unclassified candidate division WWE1	0.028	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_13	unclassified candidate division WWE1	0.403	1	-0.015625	unclassified candidate division WWE1	0.403	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_14	unclassified Cloacimonetes	0.004	1	-0.015625	unclassified candidate division WWE1	0.654	1	-0.015625	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_15	unclassified Cloacimonetes	0.024	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09	0.654	0	0	Cloacimonetes	2	-0.046875	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_16	unclassified Cloacimonetes	0.096	1	-0.015625	unclassified candidate division WWE1	1.0	1	-0.015625	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_17	unclassified candidate division WWE1	0.306	1	-0.015625	unclassified candidate division WWE1	0.306	1	-0.015625	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_18	Bacteria	0.0	4	-0.234375	unclassified candidate division WWE1	0.41	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_19	unclassified candidate division WWE1	0.563	1	-0.015625	unclassified candidate division WWE1	0.563	1	-0.015625	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_30	unclassified Cloacimonetes	0.654	1	-0.015625	Anoxybacillus sp. DT3-1	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_31	unclassified candidate division WWE1	0.165	1	-0.015625	unclassified candidate division WWE1	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_36	unclassified Cloacimonetes	0.306	1	-0.015625	unclassified candidate division WWE1	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_38	Bacteria	0.096	4	-0.234375	Odoribacter laneus	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_34	candidate division WWE1 bacterium JGI 0000039-M09	0.56	0	0	candidate division WWE1 bacterium JGI 0000039-M09	0.56	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_35	unclassified Cloacimonetes	0.56	1	-0.015625	unclassified candidate division WWE1	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_39	unclassified candidate division WWE1	None	1	-0.015625	unclassified candidate division WWE1	None	1	-0.015625	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_32	unclassified Cloacimonetes	0.56	1	-0.015625	unclassified candidate division WWE1	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_33	candidate division WWE1 bacterium JGI 0000039-M09	0.56	0	0	candidate division WWE1 bacterium JGI 0000039-M09	0.56	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_29	Bacteria	0.0	4	-0.234375	unclassified candidate division WWE1	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_28	unclassified Cloacimonetes	0.088	1	-0.015625	unclassified candidate division WWE1	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_25	unclassified candidate division WWE1	0.56	1	-0.015625	unclassified candidate division WWE1	0.56	1	-0.015625	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_24	unclassified candidate division WWE1	0.047	1	-0.015625	unclassified candidate division WWE1	0.047	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_27	Cloacimonetes	0.047	2	-0.046875	unclassified candidate division WWE1	0.088	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_26	unclassified Cloacimonetes	0.024	1	-0.015625	unclassified candidate division WWE1	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_21	unclassified Cloacimonetes	0.024	1	-0.015625	unclassified candidate division WWE1	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_20	candidate division WWE1 bacterium JGI 0000039-M09	0.249	0	0	candidate division WWE1 bacterium JGI 0000039-M09	0.249	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_23	unclassified Cloacimonetes	0.088	1	-0.015625	unclassified candidate division WWE1	0.654	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_22	unclassified candidate division WWE1	0.41	1	-0.015625	unclassified candidate division WWE1	0.41	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_8	unclassified candidate division WWE1	0.16	1	-0.015625	unclassified candidate division WWE1	0.16	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_9	unclassified Cloacimonetes	0.003	1	-0.015625	unclassified candidate division WWE1	0.148	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
GEBA_SAG_0000039_M09_37	Bacteria	0.096	4	-0.234375	unclassified candidate division WWE1	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division WWE1 bacterium JGI 0000039-M09
